0.001000	-3.333333	-3.333333	3.333333	
0.002000	-3.333333	-3.333333	3.333333	
0.003000	-3.333334	-3.333334	3.333334	
0.004000	-3.333334	-3.333334	3.333334	
0.005000	-3.333334	-3.333334	3.333334	
0.006000	-3.333335	-3.333335	3.333335	
0.007000	-3.333335	-3.333335	3.333335	
0.008000	-3.333336	-3.333336	3.333336	
0.009000	-3.333337	-3.333337	3.333337	
0.010000	-3.333337	-3.333337	3.333337	
0.011000	-3.333338	-3.333338	3.333338	
0.012000	-3.333339	-3.333339	3.333339	
0.013000	-3.333340	-3.333340	3.333340	
0.014000	-3.333341	-3.333341	3.333341	
0.015000	-3.333343	-3.333343	3.333343	
0.016000	-3.333344	-3.333344	3.333344	
0.017000	-3.333345	-3.333345	3.333345	
0.018000	-3.333347	-3.333347	3.333347	
0.019000	-3.333348	-3.333348	3.333348	
0.020000	-3.333350	-3.333350	3.333350	
0.021000	-3.333352	-3.333352	3.333352	
0.022000	-3.333353	-3.333353	3.333353	
0.023000	-3.333355	-3.333355	3.333355	
0.024000	-3.333357	-3.333357	3.333357	
0.025000	-3.333359	-3.333359	3.333359	
0.026000	-3.333361	-3.333361	3.333361	
0.027000	-3.333364	-3.333364	3.333364	
0.028000	-3.333366	-3.333366	3.333366	
0.029000	-3.333368	-3.333368	3.333368	
0.030000	-3.333371	-3.333371	3.333371	
0.031000	-3.333373	-3.333373	3.333373	
0.032000	-3.333376	-3.333376	3.333376	
0.033000	-3.333379	-3.333379	3.333379	
0.034000	-3.333381	-3.333381	3.333381	
0.035000	-3.333384	-3.333384	3.333384	
0.036000	-3.333387	-3.333387	3.333387	
0.037000	-3.333390	-3.333390	3.333390	
0.038000	-3.333393	-3.333393	3.333393	
0.039000	-3.333396	-3.333396	3.333396	
0.040000	-3.333400	-3.333400	3.333400	
0.041000	-3.333403	-3.333403	3.333403	
0.042000	-3.333407	-3.333407	3.333407	
0.043000	-3.333410	-3.333410	3.333410	
0.044000	-3.333414	-3.333414	3.333414	
0.045000	-3.333417	-3.333417	3.333417	
0.046000	-3.333421	-3.333421	3.333421	
0.047000	-3.333425	-3.333425	3.333425	
0.048000	-3.333429	-3.333429	3.333429	
0.049000	-3.333433	-3.333433	3.333433	
0.050000	-3.333437	-3.333437	3.333437	
0.051000	-3.333441	-3.333441	3.333441	
0.052000	-3.333446	-3.333446	3.333446	
0.053000	-3.333450	-3.333450	3.333450	
0.054000	-3.333454	-3.333454	3.333454	
0.055000	-3.333459	-3.333459	3.333459	
0.056000	-3.333464	-3.333464	3.333463	
0.057000	-3.333468	-3.333468	3.333468	
0.058000	-3.333473	-3.333473	3.333473	
0.059000	-3.333478	-3.333478	3.333478	
0.060000	-3.333483	-3.333483	3.333483	
0.061000	-3.333488	-3.333488	3.333488	
0.062000	-3.333493	-3.333493	3.333493	
0.063000	-3.333498	-3.333498	3.333498	
